route,county,location,time,latitude,longitude,type
SR 224,Summit County,SR 224 at MP 2,"1/17/24, 4:13 AM",40.624634,-111.501637,Roadway Restriction
I-215 W,Salt Lake County,I-215 W at MP 25,"1/17/24, 4:10 PM",40.803702,-111.949406,Crash
I-80,Salt Lake County,I-80 at MP 103,"1/17/24, 4:01 PM",40.733836,-112.201288,Crash
I-215 W,Salt Lake County,I-215 W at MP 21,"1/17/24, 4:00 PM",40.746426,-111.949053,Crash
Hwy 193,Davis County,Hwy 193 at Center St,"1/17/24, 3:58 AM",41.109818,-112.032337,Crash
I-15,Salt Lake County,I-15 at MP 305,"1/17/24, 3:51 PM",40.722344,-111.904691,Crash
I-80,Salt Lake County,I-80 at MP 123,"1/17/24, 3:11 PM",40.722629,-111.905057,Crash
SR 92,Utah County,SR 92 at MP 26,"1/17/24, 2:49 PM",40.377834,-111.568038,Avalanche Control
SR 201,Salt Lake County,SR 201 at MP 10,"1/17/24, 2:30 PM",40.724933,-112.039659,Crash
I-215 W,Salt Lake County,I-215 W at MP 16,"1/17/24, 2:27 PM",40.674449,-111.952751,Crash
I-215 W,Salt Lake County,I-215 W at MP 16,"1/17/24, 2:24 PM",40.674449,-111.952751,Crash
I-215 E,Salt Lake County,I-215 E at MP 2,"1/17/24, 12:57 PM",40.697639,-111.795421,Crash
US 40,Wasatch County,US 40 at MP 7,"1/17/24, 12:54 PM",40.640579,-111.452464,Crash
I-80,Salt Lake County,I-80 at MP 124,"1/17/24, 12:53 PM",40.718459,-111.873941,Crash
US 189,Wasatch County,US 189 at MP 16,"1/17/24, 12:52 PM",40.388104,-111.54897,Crash
I-80,Summit County,I-80 at MP 168,"1/17/24, 12:51 PM",40.976838,-111.428675,Crash
US 40,Wasatch County,US 40 at MP 12,"1/17/24, 12:48 PM",40.574514,-111.434154,Crash
I-15,Box Elder County,I-15 at MP 376,"1/17/24, 12:47 PM",41.673943,-112.132669,Crash
I-15,Salt Lake County,I-15 at MP 297,"1/17/24, 12:44 PM",40.607173,-111.905403,Crash
Bangerter Hwy,Salt Lake County,Bangerter Hwy 4701,"1/17/24, 12:41 PM",40.655054,-111.982011,Crash
I-215 S,Salt Lake County,I-215 S at MP 7,"1/17/24, 12:36 PM",40.634375,-111.821002,Crash
I-215 W,Salt Lake County,I-215 W at MP 23,"1/17/24, 12:32 PM",40.775011,-111.949343,Crash
I-215 S,Salt Lake County,I-215 S at MP 7,"1/17/24, 12:27 PM",40.634375,-111.821002,Crash
BIG COTTONWOOD CANYON RD,Salt Lake County,BIG COTTONWOOD CANYON RD 9435,"1/17/24, 12:25 PM",40.647926,-111.663058,Avalanche Control
US 40,Summit County,US 40 at MP 3,"1/17/24, 12:21 PM",40.696221,-111.4715,Roadway Restriction
I-215 W,Salt Lake County,I-215 W at MP 23,"1/17/24, 12:20 PM",40.775011,-111.949343,Crash
I15S X284 OFF RAMP,Utah County,I15S X284 OFF RAMP 1,"1/17/24, 12:16 AM",40.431637,-111.89219,Crash
SR 36,Tooele County,SR 36 at MP 63,"1/17/24, 12:11 PM",40.654647,-112.289368,Crash
SR 201 EB X13 OFF BANGERTER RAMP,Salt Lake County,SR 201 EB X13 OFF BANGERTER RAMP at BANGERTER HWY,"1/17/24, 12:01 PM",40.725188,-111.988467,Crash
I-15,Weber County,I-15 at MP 338,"1/17/24, 11:59 AM",41.155128,-112.024901,Crash
I-84,Box Elder County,I-84 at MP 8,"1/17/24, 11:59 AM",41.961251,-112.693567,Crash
I-15,Davis County,I-15 at MP 314,"1/17/24, 11:57 AM",40.846156,-111.91486,Crash
I-80,Salt Lake County,I-80 at MP 118,"1/17/24, 11:53 AM",40.76547,-111.932198,Crash
I-15 NB X301 Off 4500 S Ramp,Salt Lake County,I-15 NB X301 Off 4500 S Ramp at 4500 S,"1/17/24, 11:52 AM",40.669208,-111.901182,Crash
I-215 W,Salt Lake County,I-215 W at MP 25,"1/17/24, 11:50 AM",40.803702,-111.949406,Crash
I-215 W,Salt Lake County,I-215 W at MP 24,"1/17/24, 11:48 AM",40.78493,-111.94923,Crash
US 91,Box Elder County,US 91 at MP 2,"1/17/24, 11:47 PM",41.486554,-112.015642,Roadway Restriction
Bangerter Hwy,Salt Lake County,Bangerter Hwy at 3100 S,"1/17/24, 11:47 AM",40.703886,-111.980001,Crash
I-215 W,Salt Lake County,I-215 W at MP 15,"1/17/24, 11:46 AM",40.659924,-111.952783,Crash
I-215 S,Salt Lake County,I-215 S at MP 7,"1/17/24, 11:44 AM",40.634375,-111.821002,Crash
I-15,Salt Lake County,I-15 at MP 301,"1/17/24, 11:43 AM",40.663317,-111.901503,Crash
I-215 S,Salt Lake County,I-215 S at MP 14,"1/17/24, 11:41 AM",40.651986,-111.95219,Crash
US 189,Utah County,US 189 at MP 14,"1/17/24, 11:40 AM",40.362967,-111.560551,Crash
I-15,Box Elder County,I-15 at MP 352,"1/17/24, 11:37 AM",41.342906,-112.038597,Crash
I-15,Salt Lake County,I-15 at MP 301,"1/17/24, 11:32 AM",40.659692,-111.901185,Crash
I-80,Tooele County,I-80 at MP 101,"1/17/24, 11:30 AM",40.720206,-112.230831,Crash
650 N,Davis County,650 N at MAIN ST,"1/17/24, 11:25 AM",41.12308,-112.026033,Crash
Hwy 193,Davis County,Hwy 193 at Main St,"1/17/24, 11:24 AM",41.110178,-112.032822,Crash
Bangerter Hwy,Salt Lake County,Bangerter Hwy 5200 S,"1/17/24, 11:15 AM",40.658213,-111.981808,Crash
I-80,Summit County,I-80 at MP 143,"1/17/24, 11:14 AM",40.740161,-111.558358,Roadway Restriction
I-15,Box Elder County,I-15 at MP 352,"1/17/24, 11:06 AM",41.342906,-112.038597,Crash
I-15,Davis County,I-15 at MP 334,"1/17/24, 11:04 AM",41.102376,-112.003101,Crash
I-80,Salt Lake County,I-80 at MP 128,"1/17/24, 11:04 AM",40.712086,-111.801151,Roadway Restriction
SR 224,Summit County,SR 224 at MP 2,"1/17/24, 10:59 AM",40.624634,-111.501637,Roadway Restriction
I-15,Box Elder County,I-15 at MP 366,"1/17/24, 10:58 PM",41.541993,-112.067259,Crash
I-15 NB X253 On 8000 S Ramp,Utah County,I-15 NB X253 On 8000 S Ramp at 8000 S,"1/17/24, 10:57 AM",40.085358,-111.701233,Stalled Vehicle
US 40,Duchesne County,US 40 at MP 107,"1/17/24, 10:46 PM",40.224089,-110.067292,Crash
I-15,Box Elder County,I-15 at MP 371,"1/17/24, 10:46 AM",41.61222,-112.084054,Crash
I-84,Box Elder County,I-84 at MP 16,"1/17/24, 10:46 AM",41.8947,-112.570781,Crash
I-84,Box Elder County,I-84 at MP 14,"1/17/24, 10:45 AM",41.910223,-112.601547,Crash
I-15,Juab County,I-15 at MP 206,"1/17/24, 10:44 AM",39.477406,-111.985953,Crash
I-80,Tooele County,I-80 at MP 99,"1/17/24, 10:42 AM",40.697978,-112.260296,Crash
US 89,Piute County,US 89 at MP 182,"1/17/24, 10:41 AM",38.48934,-112.242879,Crash
I-80 WB TO I-15 SB COL RAMP,Salt Lake County,I-80 WB TO I-15 SB COL RAMP at I-15 SB,"1/17/24, 10:39 AM",40.718491,-111.902802,Crash
I-80,Salt Lake County,I-80 at MP 116,"1/17/24, 10:30 AM",40.764768,-111.967169,Crash
I-15,Utah County,I-15 at MP 261,"1/17/24, 10:19 AM",40.176162,-111.646775,Crash
Deer Valley Dr,Summit County,Deer Valley Dr at Swede Aly,"1/17/24, 10:18 AM",40.646465,-111.495518,Crash
BANGERTER SB TO I-80 EB RAMP,Salt Lake County,BANGERTER SB TO I-80 EB RAMP at I-80 EB,"1/17/24, 10:18 AM",40.765779,-111.983382,Crash
I-15,Box Elder County,I-15 at MP 376,"1/17/24, 10:17 PM",41.673598,-112.132466,Crash
I-84,Box Elder County,I-84 at MP 8,"1/17/24, 10:09 AM",41.961251,-112.693567,Crash
I-15,Davis County,I-15 at MP 324,"1/17/24, 10:07 AM",40.982795,-111.897806,Crash
Main St,Box Elder County,Main St at 1200 S,"1/17/24, 10:05 AM",41.486061,-112.016454,Crash
SR 73,Tooele County,SR 73 at MP 7,"1/17/24, 10:04 AM",40.32123,-112.28665,Crash
I-80,Tooele County,I-80 at MP 77,"1/17/24, 10:02 AM",40.745008,-112.641774,Crash
I-84,Box Elder County,I-84 at MP 8,"1/17/24, 10:02 AM",41.961251,-112.693567,Crash
I-15,Juab County,I-15 at MP 212,"1/17/24, 10:01 AM",39.557434,-111.946834,Crash
I-84,Weber County,I-84 at MP 90,"1/17/24, 1:36 PM",41.138009,-111.872556,Crash
I-15,Salt Lake County,I-15 at MP 294,"1/17/24, 1:32 PM",40.557248,-111.897684,Crash
I-80,Salt Lake County,I-80 at MP 133,"1/17/24, 1:27 PM",40.747119,-111.724705,Crash
I-215 E,Salt Lake County,I-215 E at MP 2,"1/17/24, 1:21 PM",40.697639,-111.795421,Crash
I-15,Salt Lake County,I-15 at MP 301,"1/17/24, 1:20 PM",40.664677,-111.90152,Crash
I-80,Tooele County,I-80 at MP 78,"1/17/24, 1:04 PM",40.74063,-112.623576,Crash
I-15,Weber County,I-15 at MP 347,"1/17/24, 1:02 PM",41.272257,-112.026419,Crash
I-15,Utah County,I-15 at MP 283,"1/16/24, 9:56 AM",40.420056,-111.878496,Crash
US 89,Box Elder County,US 89 at MP 431,"1/16/24, 9:45 PM",41.454315,-112.038678,Crash
I-15 SB X362 US 91 On Ramp,Box Elder County,I-15 SB X362 US 91 On Ramp at US 91,"1/16/24, 9:38 AM",41.483171,-112.053813,Crash
US 40 EB X4 Off SR 248 Ramp,Summit County,US 40 EB X4 Off SR 248 Ramp at SR 248,"1/16/24, 9:37 AM",40.684232,-111.463769,Crash
US 189,Wasatch County,US 189 at MP 23,"1/16/24, 9:28 AM",40.43852,-111.492023,Crash
I-15 NB X271 Off Center St Ramp,Utah County,I-15 NB X271 Off Center St Ramp at Center St,"1/16/24, 9:22 AM",40.295339,-111.725109,Stalled Vehicle
SR 50,Millard County,SR 50 at MP 142,"1/16/24, 8:57 PM",39.095908,-112.03913,Crash
I-15,Davis County,I-15 at MP 314,"1/16/24, 8:53 AM",40.846156,-111.91486,Crash
I-15,Utah County,I-15 at MP 285,"1/16/24, 8:41 AM",40.442142,-111.903011,Crash
I-15,Salt Lake County,I-15 at MP 306,"1/16/24, 8:37 AM",40.736823,-111.90475,Crash
I-15,Salt Lake County,I-15 at MP 286,"1/16/24, 8:36 AM",40.453646,-111.91388,Crash
I-80,Summit County,I-80 at MP 145,"1/16/24, 8:34 AM",40.723073,-111.529346,Crash
SR 201,Salt Lake County,SR 201 at MP 8,"1/16/24, 8:07 AM",40.718237,-112.076122,Crash
I-215 W,Salt Lake County,I-215 W at MP 20,"1/16/24, 8:00 AM",40.731947,-111.949915,Crash
SR 201,Salt Lake County,SR 201 at MP 11,"1/16/24, 7:56 AM",40.72572,-112.020546,Crash
I-215 W,Salt Lake County,I-215 W at MP 23,"1/16/24, 7:55 AM",40.775011,-111.949343,Crash
I-15 NB X253 Off 8000 S Ramp,Utah County,I-15 NB X253 Off 8000 S Ramp at 8000 S,"1/16/24, 7:46 AM",40.080998,-111.706689,Crash
I-215w NB X18a Off 3500 S Ramp,Salt Lake County,I-215w NB X18a Off 3500 S Ramp at 3500 S,"1/16/24, 7:40 AM",40.692477,-111.95182,Vehicle Fire
30th St,Weber County,30th St at Harrison Blvd,"1/16/24, 7:29 PM",41.209926,-111.949853,Crash
I-15,Utah County,I-15 at MP 253,"1/16/24, 7:27 AM",40.079244,-111.709158,Crash
I-15,Utah County,I-15 at MP 253,"1/16/24, 7:08 AM",40.079244,-111.709158,Crash
I-15,Utah County,I-15 at MP 255,"1/16/24, 6:55 AM",40.102705,-111.684864,Crash
I-80,Salt Lake County,I-80 at MP 116,"1/16/24, 6:39 AM",40.764633,-111.972427,Crash
I-15,Iron County,I-15 at MP 62,"1/16/24, 6:32 PM",37.722619,-113.058258,Crash
I-15,Utah County,I-15 at MP 262,"1/16/24, 6:31 PM",40.190632,-111.64694,Crash
SR 130,Iron County,SR 130 at MP 3,"1/16/24, 6:14 PM",37.688072,-113.061926,Crash
I-80,Summit County,I-80 at MP 150,"1/16/24, 5:51 AM",40.765812,-111.470127,Crash
I-215 S,Salt Lake County,I-215 S at MP 8,"1/16/24, 5:07 PM",40.631583,-111.839435,Crash
I-215 W,Salt Lake County,I-215 W at MP 19,"1/16/24, 4:46 PM",40.717792,-111.95364,Crash
SR 73,Utah County,SR 73 at MP 26,"1/16/24, 3:40 PM",40.335622,-112.097037,Crash
Main St,Tooele County,Main St at 2000 N,"1/16/24, 3:15 PM",40.56816,-112.295748,Crash
I-15 SB X271 Off Center St Ramp,Utah County,I-15 SB X271 Off Center St Ramp at Center St,"1/16/24, 2:38 PM",40.300969,-111.725917,Crash
I-15,Box Elder County,I-15 at MP 393,"1/16/24, 2:25 PM",41.89507,-112.170872,Crash
SR 248,Summit County,SR 248 at MP 3,"1/16/24, 2:16 PM",40.682241,-111.464579,Crash
I-15,Salt Lake County,I-15 at MP 297,"1/16/24, 11:57 AM",40.607173,-111.905403,Vehicle Fire
I-15,Utah County,I-15 at MP 273,"1/16/24, 11:55 PM",40.328045,-111.73498,Crash
I-15,Utah County,I-15 at MP 285,"1/16/24, 11:54 AM",40.442142,-111.903011,Crash
I-15,Utah County,I-15 at MP 285,"1/16/24, 11:54 AM",40.442142,-111.903011,Crash
5600 W,Salt Lake County,5600 W 2149,"1/16/24, 10:28 PM",40.724701,-112.024892,Crash
Wall Ave,Weber County,Wall Ave at 36th St,"1/16/24, 10:23 AM",41.197902,-111.979394,Crash
I-80,Salt Lake County,I-80 at MP 111,"1/15/24, 9:26 PM",40.771145,-112.066961,Vehicle Fire
I-215w NB X18a Off 3500 S WB Ramp,Salt Lake County,I-215w NB X18a Off 3500 S WB Ramp at 3500 S,"1/15/24, 9:13 AM",40.696342,-111.949867,Crash
US 189,Wasatch County,US 189 at South Field Rd,"1/15/24, 9:11 AM",40.480172,-111.433176,Crash
5600 W,Salt Lake County,5600 W at 700 S,"1/15/24, 8:12 AM",40.74914,-112.024922,Crash
SR 167,Morgan County,SR 167 at MP 4,"1/15/24, 7:44 AM",41.169107,-111.809854,Crash
US 191,Duchesne County,US 191 at MP 268,"1/15/24, 7:23 AM",39.900701,-110.744027,Crash
REDWOOD RD,Davis County,REDWOOD RD 2301,"1/15/24, 7:19 AM",40.861917,-111.929868,Crash
SR 224,Summit County,SR 224 at MP 7,"1/15/24, 6:44 AM",40.672253,-111.517503,Crash
I-15,Davis County,I-15 at MP 313,"1/15/24, 6:28 PM",40.831692,-111.91596,Crash
I-15,Millard County,I-15 at MP 138,"1/15/24, 5:54 AM",38.658157,-112.595083,Crash
US 40,Wasatch County,US 40 at MP 27,"1/15/24, 5:28 AM",40.395166,-111.302414,Crash
I-215 W,Salt Lake County,I-215 W at MP 22,"1/15/24, 5:15 PM",40.760605,-111.951068,Crash
I-15,Weber County,I-15 at MP 340,"1/15/24, 4:56 PM",41.182676,-112.014444,Crash
Hwy 224,Summit County,Hwy 224 at Old Ranch Rd,"1/15/24, 4:44 PM",40.692381,-111.544206,Crash
Legacy Pkwy,Davis County,Legacy Pkwy at MP 4,"1/15/24, 4:03 PM",40.883316,-111.937161,Debris
I-15,Millard County,I-15 at MP 187,"1/15/24, 3:57 PM",39.237415,-112.13211,Police incident
Main St,Box Elder County,Main St at 100 N,"1/15/24, 3:43 PM",41.511684,-112.015702,Crash
I-15,Utah County,I-15 at MP 268,"1/15/24, 3:27 PM",40.262286,-111.70752,Crash
US 40,Wasatch County,US 40 at MP 11,"1/15/24, 2:12 PM",40.588743,-111.436969,Stalled Vehicle
1900 W,Weber County,1900 W at Midland Dr,"1/15/24, 12:37 PM",41.205374,-112.025826,Crash
SR 32,Summit County,SR 32 at MP 28,"1/15/24, 11:59 PM",40.80244,-111.408778,Crash
US 6,Utah County,US 6 at MP 184,"1/15/24, 11:53 AM",40.029223,-111.507404,Crash
Main St,Iron County,Main St 1045,"1/15/24, 11:49 AM",37.702154,-113.06374,Crash
I-15 NB X222 On Main St NB Ramp,Juab County,I-15 NB X222 On Main St NB Ramp at Main St,"1/15/24, 11:45 AM",39.678364,-111.840193,Crash
I-15 SB X338 On 5600 S Ramp,Weber County,I-15 SB X338 On 5600 S Ramp at 5600 S,"1/15/24, 11:40 AM",41.16171,-112.023747,Crash
I-80,Summit County,I-80 at MP 146,"1/15/24, 11:17 AM",40.725101,-111.511877,Crash
I-15 SB X275 Off Plsnt Grv Ramp,Utah County,I-15 SB X275 Off Plsnt Grv Ramp at Pleasant Grove Blvd,"1/15/24, 1:16 PM",40.352894,-111.773818,Stalled Vehicle
I-15,Box Elder County,I-15 at MP 353,"1/14/24, 9:38 AM",41.356999,-112.043108,Crash
I-15,Utah County,I-15 at MP 260,"1/14/24, 9:01 AM",40.161636,-111.646866,Crash
I-15 NB Fwy,Utah County,I-15 NB Fwy at 500 E,"1/14/24, 8:58 AM",40.357523,-111.78051,Crash
US 40,Wasatch County,US 40 at MP 42,"1/14/24, 8:52 PM",40.241387,-111.151284,Crash
I-15,Davis County,I-15 at MP 336,"1/14/24, 8:42 AM",41.124091,-112.023745,Crash
I-15,Box Elder County,I-15 at MP 361,"1/14/24, 8:39 AM",41.474062,-112.054215,Crash
I-15,Salt Lake County,I-15 at MP 292,"1/14/24, 8:20 PM",40.53585,-111.892927,Crash
I-15,Box Elder County,I-15 at MP 357,"1/14/24, 8:14 AM",41.413643,-112.050713,Crash
STATE ST,Utah County,STATE ST 501,"1/14/24, 8:08 AM",40.392677,-111.836732,Signal problems
I-15,Juab County,I-15 at MP 224,"1/14/24, 8:06 AM",39.6941,-111.825376,Crash
Center St,Summit County,Center St at Main St,"1/14/24, 8:03 AM",40.643132,-111.280789,Signal problems
I-15,Utah County,I-15 at MP 277,"1/14/24, 8:00 AM",40.365209,-111.792922,Crash
I-80,Salt Lake County,I-80 at MP 133,"1/14/24, 7:54 AM",40.747119,-111.724705,Crash
US 89,Davis County,US 89 at MP 400,"1/14/24, 7:38 AM",41.045984,-111.910073,Crash
I-15,Juab County,I-15 at MP 219,"1/14/24, 7:28 AM",39.649016,-111.897156,Crash
I-15,Box Elder County,I-15 at MP 352,"1/14/24, 7:27 AM",41.342906,-112.038597,Crash
I-15,Utah County,I-15 at MP 271,"1/14/24, 7:21 AM",40.301853,-111.72593,Crash
I-15 SB X282 OFF 2100 N RAMP,Utah County,I-15 SB X282 OFF 2100 N RAMP 1,"1/14/24, 7:19 AM",40.42263,-111.881068,Crash
I-15,Salt Lake County,I-15 at MP 300,"1/14/24, 7:12 PM",40.649847,-111.90236,Crash
I-15,Juab County,I-15 at MP 220,"1/14/24, 7:01 AM",39.655584,-111.890168,Crash
I-15,Box Elder County,I-15 at MP 366,"1/14/24, 6:58 PM",41.541993,-112.067259,Crash
I-84,Weber County,I-84 at MP 89,"1/14/24, 6:44 AM",41.137865,-111.890629,Crash
I-15,Utah County,I-15 at MP 253,"1/14/24, 6:41 AM",40.077887,-111.710071,Crash
I-15,Utah County,I-15 at MP 270,"1/14/24, 6:25 AM",40.287343,-111.725712,Crash
US 6,Utah County,US 6 at MP 208,"1/14/24, 6:24 AM",39.933882,-111.125848,Crash
I-15,Salt Lake County,I-15 at MP 309,"1/14/24, 6:15 AM",40.777705,-111.910735,Crash
SR 158,Weber County,SR 158 at MP 7,"1/14/24, 6:13 AM",41.338893,-111.825609,Avalanche Control
SR 36,Tooele County,SR 36 at MP 50,"1/14/24, 6:06 AM",40.480837,-112.343781,Crash
I-80,Tooele County,I-80 at MP 28,"1/14/24, 5:39 AM",40.73209,-113.512169,Crash
SR 32,Wasatch County,SR 32 at MP 3,"1/14/24, 5:20 AM",40.594512,-111.41131,Crash
US 89,Davis County,US 89 at MP 401,"1/14/24, 5:19 AM",41.060273,-111.910493,Crash
I-15,Box Elder County,I-15 at MP 398,"1/14/24, 5:02 PM",41.966697,-112.181119,Crash
US 40,Wasatch County,US 40 at MP 7,"1/14/24, 4:37 AM",40.640579,-111.452464,Crash
I-80,Tooele County,I-80 at MP 27,"1/14/24, 4:18 AM",40.731518,-113.531249,Crash
I-80,Summit County,I-80 at MP 139,"1/14/24, 3:40 PM",40.753891,-111.622581,Crash
SR 224,Summit County,SR 224 at MP 10,"1/14/24, 3:36 PM",40.705184,-111.546679,Crash
I-80,Salt Lake County,I-80 at MP 124,"1/14/24, 2:52 AM",40.718459,-111.873941,Crash
US 191,Duchesne County,US 191 at MP 267,"1/14/24, 12:46 AM",39.888741,-110.749978,Roadway Restriction
I-15,Box Elder County,I-15 at MP 353,"1/14/24, 12:45 PM",41.356999,-112.043108,Vehicle Fire
SR 132,Juab County,SR 132 at MP 14,"1/14/24, 11:21 AM",39.602734,-112.142264,Crash
I-15,Box Elder County,I-15 at MP 377,"1/14/24, 10:57 AM",41.681707,-112.145282,Crash
Bangerter Hwy,Salt Lake County,Bangerter Hwy at 4700 S,"1/14/24, 10:04 AM",40.667559,-111.9815,Crash
US 89,Garfield County,US 89 at MP 109,"1/14/24, 1:45 AM",37.560273,-112.486877,Crash
SR 167,Morgan County,SR 167 at MP 7,"1/14/24, 1:31 PM",41.206684,-111.815229,Crash
US 189,Utah County,US 189 at MP 8,"1/13/24, 9:57 PM",40.319492,-111.649399,Avalanche Control
STATE ST,Salt Lake County,STATE ST 8921,"1/13/24, 9:57 AM",40.58982,-111.89072,Crash
US 189,Wasatch County,US 189 at MP 25,"1/13/24, 9:55 PM",40.456806,-111.46973,Avalanche Control
I-215 S,Salt Lake County,I-215 S at MP 13,"1/13/24, 9:51 AM",40.64406,-111.929407,Crash
I-15,Salt Lake County,I-15 at MP 295,"1/13/24, 9:46 AM",40.578741,-111.900284,Crash
US 191,Carbon County,US 191 at MP 260,"1/13/24, 9:42 PM",39.809161,-110.778864,Avalanche Control
US 40,Summit County,US 40 at MP 1,"1/13/24, 9:19 PM",40.721584,-111.490111,Crash
I-15,Utah County,I-15 at MP 263,"1/13/24, 9:17 PM",40.203376,-111.655441,Crash
SR 210,Salt Lake County,SR 210 at MP 4,"1/13/24, 9:10 PM",40.572095,-111.773814,Avalanche Control
SR 92,Utah County,SR 92 at MP 25,"1/13/24, 9:07 PM",40.390427,-111.576034,Crash
US 89,Cache County,US 89 at MP 461,"1/13/24, 8:40 PM",41.743775,-111.797426,Avalanche Control
I-15,Box Elder County,I-15 at MP 352,"1/13/24, 8:36 PM",41.342906,-112.038597,Crash
SR 92,Utah County,SR 92 at MP 8,"1/13/24, 8:22 PM",40.433642,-111.742831,Avalanche Control
I-15,Salt Lake County,I-15 at MP 298,"1/13/24, 8:22 AM",40.621691,-111.903876,Crash
I-84,Morgan County,I-84 at MP 92,"1/13/24, 8:18 AM",41.139114,-111.835183,Crash
I-215 S,Salt Lake County,I-215 S at MP 9,"1/13/24, 8:16 PM",40.630157,-111.858352,Stalled Vehicle
US 189,Utah County,US 189 at MP 10,"1/13/24, 8:13 PM",40.329534,-111.619014,Crash
US 6,Utah County,US 6 at MP 180,"1/13/24, 8:11 PM",40.058914,-111.564458,Roadway Restriction
SR 36,Tooele County,SR 36 at MP 55,"1/13/24, 8:10 PM",40.539911,-112.298381,Crash
I-15,Salt Lake County,I-15 at MP 298,"1/13/24, 8:08 AM",40.621691,-111.903876,Crash
SR 32,Wasatch County,SR 32 at MP 2,"1/13/24, 8:07 PM",40.585583,-111.420321,Crash
US 91,Box Elder County,US 91 at MP 2,"1/13/24, 8:05 PM",41.486554,-112.015642,Roadway Restriction
I-15,Weber County,I-15 at MP 344,"1/13/24, 8:03 PM",41.230556,-112.01298,Crash
I-15,Davis County,I-15 at MP 319,"1/13/24, 8:02 AM",40.914229,-111.891449,Crash
I-15,Juab County,I-15 at MP 214,"1/13/24, 7:50 PM",39.583145,-111.929748,Crash
I-15,Juab County,I-15 at MP 212,"1/13/24, 7:48 PM",39.557434,-111.946834,Crash
US 40,Wasatch County,US 40 at MP 11,"1/13/24, 7:46 PM",40.588743,-111.436969,Crash
I-15,Weber County,I-15 at MP 344,"1/13/24, 7:46 PM",41.230556,-112.01298,Crash
I-15,Juab County,I-15 at MP 211,"1/13/24, 7:31 PM",39.543613,-111.952663,Crash
US 91,Box Elder County,US 91 at MAIN ST,"1/13/24, 7:25 PM",41.486541,-112.015518,Crash
US 6,Utah County,US 6 at MP 193,"1/13/24, 7:24 PM",39.988452,-111.368324,Vehicle Fire
Bangerter Hwy,Salt Lake County,Bangerter Hwy at 7800 S,"1/13/24, 7:24 AM",40.611559,-111.975313,Crash
I-15,Utah County,I-15 at MP 283,"1/13/24, 7:19 PM",40.420056,-111.878496,Crash
I-15,Utah County,I-15 at MP 257,"1/13/24, 7:19 AM",40.122652,-111.658929,Crash
I-80,Summit County,I-80 at MP 151,"1/13/24, 7:19 AM",40.778527,-111.464951,Crash
I-15,Salt Lake County,I-15 at MP 291,"1/13/24, 7:12 AM",40.52103,-111.891246,Crash
SR 201,Salt Lake County,SR 201 at MP 18,"1/13/24, 7:12 AM",40.725446,-111.890166,Crash
US 40,Wasatch County,US 40 at MP 18,"1/13/24, 7:11 PM",40.492161,-111.412613,Roadway Restriction
SR 224,Summit County,SR 224 at MP 6,"1/13/24, 7:11 AM",40.659875,-111.508904,Roadway Restriction
I-15,Weber County,I-15 at MP 344,"1/13/24, 6:53 PM",41.230556,-112.01298,Crash
I-15,Salt Lake County,I-15 at MP 299,"1/13/24, 6:50 AM",40.63583,-111.905066,Crash
SR 193,Davis County,SR 193 at MP 5,"1/13/24, 6:41 PM",41.106028,-111.921221,Crash
I-80,Salt Lake County,I-80 at MP 128,"1/13/24, 6:35 PM",40.712086,-111.801151,Roadway Restriction
I-80,Summit County,I-80 at MP 143,"1/13/24, 6:34 PM",40.740161,-111.558358,Roadway Restriction
I-15,Utah County,I-15 at MP 281,"1/13/24, 6:34 AM",40.401041,-111.849765,Crash
US 191,Carbon County,US 191 at MP 260,"1/13/24, 6:29 AM",39.809161,-110.778864,Roadway Restriction
I-15,Salt Lake County,I-15 at MP 299,"1/13/24, 6:26 AM",40.63583,-111.905066,Crash
US 191,Duchesne County,US 191 at MP 286,"1/13/24, 6:25 AM",40.07309,-110.512285,Roadway Restriction
SR 92,Utah County,SR 92 at MP 26,"1/13/24, 6:24 PM",40.377834,-111.568038,Crash
SR 224,Summit County,SR 224 at MP 11,"1/13/24, 6:06 PM",40.719592,-111.544709,Crash
SR 14,Iron County,SR 14 at MP 14,"1/13/24, 5:57 PM",37.593061,-112.885183,Crash
I-215 W,Salt Lake County,I-215 W at MP 19,"1/13/24, 5:45 AM",40.717792,-111.95364,Crash
I-15,Salt Lake County,I-15 at MP 296,"1/13/24, 5:43 AM",40.592858,-111.902495,Crash
I-84,Weber County,I-84 at MP 83,"1/13/24, 5:23 PM",41.160988,-111.994373,Crash
US 189,Wasatch County,US 189 at MP 18,"1/13/24, 5:20 PM",40.405503,-111.524184,Crash
I-15,Davis County,I-15 at MP 320,"1/13/24, 5:09 AM",40.927672,-111.891527,Crash
I-15,Davis County,I-15 at MP 317,"1/13/24, 4:58 AM",40.885472,-111.896784,Crash
I-15,Weber County,I-15 at MP 351,"1/13/24, 4:47 PM",41.329561,-112.031305,Crash
I-215 W,Salt Lake County,I-215 W at MP 15,"1/13/24, 4:44 AM",40.659924,-111.952783,Crash
I-15,Box Elder County,I-15 at MP 362,"1/13/24, 4:41 PM",41.485402,-112.05328,Crash
I-15,Davis County,I-15 at MP 331,"1/13/24, 4:39 AM",41.066718,-111.970064,Crash
5900 W,Weber County,5900 W at 5500 S,"1/13/24, 4:34 PM",41.165885,-112.12265,Crash
I-84,Box Elder County,I-84 at MP 33,"1/13/24, 4:34 PM",41.796778,-112.293707,Crash
